node,theta,conviction,adopted,adopted_at,exposures,is_seed
269,0.879059234269891,0.14812451961057477,False,,3,False
270,0.1538532985115575,0.0,False,,0,False
271,0.7483414892025105,0.21749742176356698,False,,4,False
272,0.28822570855496865,0.1270183564833363,False,,3,False
273,0.3206590536450771,0.10532055803249898,False,,3,False
274,0.7681111337533354,0.1700328337222857,False,,1,False
275,0.15614792709689274,0.5338605096100947,True,32,4,False
276,0.29794180534316084,0.0,False,,0,False
277,0.867669092707436,0.16858452763154297,False,,3,False
278,0.5680286516056622,0.15776988059377986,False,,2,False
279,0.8108280947532779,0.5582628174700943,False,,5,False
280,0.7848830521252053,0.17193465260493485,False,,3,False
281,0.5513833376213713,0.39617082885614224,False,,5,False
282,0.5383976339375164,0.1444497850524587,False,,4,False
283,0.6008973174581154,0.0,False,,0,False
284,0.3311740669241636,0.0,False,,0,False
285,0.8215544853398145,0.0,False,,0,False
286,0.32693059456486606,0.056638038579185326,False,,3,False
287,0.7075715080948572,0.0,False,,0,False
288,0.1588886905306205,0.0,False,,0,False
289,0.7559600442203883,0.2764678616662303,False,,3,False
290,0.17105910742281033,0.4537921895509302,True,40,4,False
291,0.8276609654412748,0.0,False,,0,False
292,0.7023050487569235,0.0,False,,0,False
293,0.5961594356936508,0.0,False,,0,False
294,0.3194541359028402,0.0,False,,0,False
295,0.4698984629721237,0.06276727984453422,False,,2,False
296,0.2264618250374858,0.19703118058274777,False,,2,False
297,0.6851959247489469,0.10894920935350216,False,,3,False
298,0.8162936825584227,0.08058749374906164,False,,4,False
299,0.9346838472814625,0.2879073135081017,False,,3,False
300,0.546915125270909,0.016231904472202966,False,,1,False
301,0.20618515713363159,0.0,False,,0,False
302,0.6092320047332201,0.17899100404396545,False,,3,False
303,0.28119592314235814,0.0,False,,0,False
304,0.3053490540127272,0.5315560792188029,True,36,5,False
305,0.3766070152787231,0.3990615056544178,True,40,4,False
306,0.7815711574540183,0.2421463348607349,False,,1,False
307,0.8551511982596446,0.16427180347113635,False,,2,False
308,0.27218387659965515,0.0,False,,0,False
309,0.912015223539859,0.0,False,,0,False
310,0.6261151882423099,0.03372313613079146,False,,2,False
311,0.3067140050685314,0.06690089230607262,False,,3,False
312,0.7811267131985687,0.22060352133665062,False,,3,False
313,0.7007293632399112,0.20752207248838345,False,,2,False
314,0.26600428676284227,0.0,False,,0,False
315,0.7869043613135627,0.0,False,,0,False
316,0.781048832290717,0.0,False,,0,False
317,0.7695267977978292,0.45054559147418294,False,,4,False
318,0.6861148090833733,0.7547222088833001,True,40,7,False
319,0.5841356298742115,0.14632065373212066,False,,2,False
320,0.7647174128544197,0.2570145905782568,False,,3,False
321,0.25055935031742904,0.2898827304581439,True,40,3,False
322,0.22294282396923404,0.11089835161015296,False,,2,False
323,0.24400567682763682,0.41824455295185337,True,34,4,False
324,0.5214810495781873,0.0,False,,0,False
325,0.7200637854558016,0.19218105204824143,False,,4,False
326,0.763412557921594,0.05099295567286726,False,,2,False
327,0.21505621344138548,0.09262954115351077,False,,2,False
328,0.7472406495836487,0.10539107043087204,False,,2,False
329,0.7733189801547907,0.17164603646538468,False,,3,False
330,0.7466218994359318,0.0,False,,0,False
331,0.7288050433999848,0.08214881152164152,False,,2,False
332,0.7657570730347503,0.12096627175370633,False,,2,False
333,0.7473420158454074,0.0,False,,0,False
334,0.2211348175792256,0.5250819984568379,True,32,6,False
335,0.2845957227800951,0.0,False,,0,False
336,0.7139257417604644,0.0,False,,0,False
337,0.658978661575694,0.0,False,,0,False
338,0.7240337653573822,0.11880890090863343,False,,2,False
339,0.6685101988659732,0.0,False,,0,False
